Type Object,Operator Code,Category,Name NL,Name FR,Streetname NL,Streetname FR,HouseNumber,PostalCode,Longitude,Latitude,Accessibility
postalpoint,DHLE,BPPE,Selexion Clix Demuynck BVBA,Selexion Clix Demuynck BVBA,Roterijstraat,Roterijstraat,47-49,8790,3.4090310,50.8899590,1
postalpoint,DHLE,BPPE,Sweet Mother,Sweet Mother,Sleepstraat,Sleepstraat,229,9000,3.7272840,51.0620440,1
postalpoint,DPD_,BPPE,Night And Day Soignies,Night And Day Soignies,Chaussee De Mons,Chaussee De Mons,26A,7060,4.0664600,50.5708000,1
postalpoint,DHLE,BPPE,Jive SPRL,Jive SPRL,Grand Route,Grand Route,91,1435,4.6411870,50.6506150,1
postalpoint,DPD_,BPPE,'T Boekenwinkeltje,'T Boekenwinkeltje,Gemeenteplein,Gemeenteplein,22B,3040,4.5836100,50.7896000,1
postalpoint,DHLE,BPPE,Librairie Fabienne et Dany,Librairie Fabienne et Dany,Rue de l'Eglise,Rue de l'Eglise,74,4032,5.6177770,50.6113970,1
postalpoint,DHLE,BPPE,HJF Transports,HJF Transports,Rue de l'Entreprise,Rue de l'Entreprise,13,4530,5.2702300,50.5829510,1
postalpoint,UPS_,BPPE,DAGBLADHANDEL T PANNENHUIS,DAGBLADHANDEL T PANNENHUIS,Antwerpsesteenweg,Antwerpsesteenweg,112,2500,4.5570900,51.1389440,0
postalpoint,DPD_,BPPE,Chaussures  Dethier,Chaussures  Dethier,Avenue Des Martyrs,Avenue Des Martyrs,191,4620,5.6802237,50.6146778,1
postalpoint,UPS_,BPPE,L EPICERIE DU COIN,L EPICERIE DU COIN,Albert Duprez,Albert Duprez,2,7760,3.4858000,50.6689600,0
postalpoint,DPD_,BPPE,Librairie Le Kiosque,Librairie Le Kiosque,Chaussee De Huy,Chaussee De Huy,180B,1325,4.6909100,50.6868000,1
postalpoint,DHLE,BPPE,De lettertrap Wezemaal,De lettertrap Wezemaal,Kerkstraat,Kerkstraat,20a,3111,4.7550473,50.9480228,-1
postalpoint,DPD_,BPPE,Louis Delhaize Tournai,Louis Delhaize Tournai,Avenue De Maire,Avenue De Maire,100,7500,3.3752900,50.6149700,1
postalpoint,DPD_,BPPE,Librairie Delvaux,Librairie Delvaux,Avenue De La Salm,Avenue De La Salm,61,6690,5.9114100,50.2790700,1
postalpoint,DHLE,BPPE,Ecocyclo,Ecocyclo,Waterloosesteenweg,Chaussee de Waterloo,1126,1180,4.3748709,50.7967595,-1
postalpoint,DHLE,BPPE,Mobile Locker Sportpaleis,Mobile Locker Sportpaleis,Schijnpoortweg,Schijnpoortweg,119,2170,4.4410643,51.2311085,-1
postalpoint,DHLE,BPPE,Mobile Locker Brico,Mobile Locker Brico,Noorderlaan,Noorderlaan,57,2030,4.4199760,51.2507370,-1
postalpoint,DHLE,BPPE,Mobile Locker AH,Mobile Locker AH,Walemstraat,Walemstraat,70,2600,4.4202670,51.1965550,-1
postalpoint,DHLE,BPPE,Mobile Locker De Roeck,Mobile Locker De Roeck,"Kontichsesteenweg ","Kontichsesteenweg ",60,2630,4.3918330,51.1445390,-1
postalpoint,DHLE,BPPE,Dagbladhandel Boeket,Dagbladhandel Boeket,Nieuwstraat,Nieuwstraat,10,9220,4.1382685,51.0971628,-1
postalpoint,DHLE,BPPE,Elektro Bries,Elektro Bries,Provinciebaan,Provinciebaan,138,3118,4.6917977,50.9687730,-1
postalpoint,DHLE,BPPE,AAS Belgium,AAS Belgium,Clemenceaulaan,Avenue Clemenceau,67,1070,4.3329858,50.8410987,-1
postalpoint,DHLE,BPPE,Klein - Lorenzino,Klein - Lorenzino,Rue Joseph Wauters,Rue Joseph Wauters,319,6020,4.4275473,50.4228457,-1
postalpoint,DHLE,BPPE,Librairie de la Gare,Librairie de la Gare,Rue de la Gare,Rue de la Gare,23,5570,4.9562905,50.1144597,-1
postalpoint,DHLE,BPPE,De lettertrap Tielt-Winge,De lettertrap Tielt-Winge,Leuvensesteenweg,Leuvensesteenweg,137,3390,4.8831733,50.9090793,-1
postalpoint,DHLE,BPPE,De lettertrap Bornem,De lettertrap Bornem,Boomstraat,Boomstraat,18,2880,4.2338988,51.0992083,-1
postalpoint,DHLE,BPPE,De lettertrap Blaasveld,De lettertrap Blaasveld,Mechelsesteenweg,Mechelsesteenweg,159,2830,4.3721862,51.0544825,-1
postalpoint,DHLE,BPPE,Den Anker,Den Anker,Elisabethlaan,Elisabethlaan,61,3200,4.8342970,50.9867500,-1
postalpoint,DHLE,BPPE,Boontjes & Co,Boontjes & Co,De Merodedreef,De Merodedreef,91a,2260,4.9173560,51.0907580,-1
postalpoint,DHLE,BPPE,Palmers Decor,Palmers Decor,Rue Emile Parfonryv,Rue Emile Parfonryv,6a,6990,5.4467829,50.2678886,-1
postalpoint,DHLE,BPPE,Mail Boxes Etc,Mail Boxes Etc,Regentlaan,Boulevard du Regent,54,1000,4.3687728,50.8483795,-1
postalpoint,DHLE,BPPE,Chez Oli et Marie,Chez Oli et Marie,Rue des Flaches,Rue des Flaches,116,6280,4.4906113,50.3401210,-1
postalpoint,DHLE,BPPE,Dagbladhandel G&B,Dagbladhandel G&B,Zuidlaan,Zuidlaan,1,9630,3.7343463,50.8800986,-1
postalpoint,DHLE,BPPE,Ets De Vrieze,Ets De Vrieze,Rue de Valenciennes,Rue de Valenciennes,177,7320,3.6415569,50.4779735,-1
postalpoint,DHLE,BPPE,Express Store,Express Store,Tussenbruggen,Tussenbruggen,16,9700,3.6087870,50.8430010,-1
postalpoint,DHLE,BPPE,T Dierenhof,T Dierenhof,Sint-Maartenstraat,Sint-Maartenstraat,2,3540,5.1672898,50.9407842,-1
postalpoint,DHLE,BPPE,Midi Mobile Center,Midi Mobile Center,Grondwetplein,Place de la Constitution,10,1060,4.3406539,50.8375588,-1
postalpoint,DHLE,BPPE,Aux Delices d'Eve,Aux Delices d'Eve,Place Omer Musch,Place Omer Musch,30,7160,4.2947600,50.4389370,-1
postalpoint,DHLE,BPPE,Buurtwinkel Sint-Josef,Buurtwinkel Sint-Josef,Ronsaardbekestraat,Ronsaardbekestraat,78,8000,3.2326122,51.2251098,-1
postalpoint,DHLE,BPPE,A Fleur de Soie,A Fleur de Soie,Rue Puits Marie,Rue Puits Marie,59,4100,5.5118902,50.6062423,-1
postalpoint,DHLE,BPPE,Belmad 2,Belmad 2,Zwarte Vijverstraat,Rue des Etangs Noirs,6,1080,4.3322260,50.8559270,-1
postalpoint,DHLE,BPPE,Au Four et au Moulin,Au Four et au Moulin,Chaussee De Charleroi,Chaussee De Charleroi,293,6220,4.5488004,50.4797917,-1
postalpoint,DHLE,BPPE,Superette Roederdelft,Superette Roederdelft,Roederdelft,Roederdelft,3,2170,4.4316473,51.2403980,-1
postalpoint,DHLE,BPPE,Eurotond,Eurotond,Rue de Leumont,Rue de Leumont,138,4520,5.2387246,50.5387226,-1
postalpoint,DHLE,BPPE,Spelshop.be,Spelshop.be,A.Van Looplein,A.Van Looplein,11,2235,4.8237071,51.0618050,-1
postalpoint,DHLE,BPPE,Harmonies,Harmonies,Rue des Combattants,Rue des Combattants,84a,1310,4.4878070,50.7310790,-1
postalpoint,DHLE,BPPE,Punjab Express,Punjab Express,Merodestraat,Rue de Merode,184,1060,4.3349174,50.8313975,-1
postalpoint,DHLE,BPPE,Carrefour Express Olmen,Carrefour Express Olmen,Veldstraat,Veldstraat,2,2491,5.1521362,51.1395512,-1
postalpoint,DHLE,BPPE,World Voice Group,World Voice Group,Rue d'Havre,Rue d'Havre,81,7000,3.9558123,50.4538425,-1
postalpoint,DHLE,BPPE,Adan International,Adan International,Verzetstraat,Place de la Resistance,11,1070,4.3122682,50.8359913,-1
postalpoint,DHLE,BPPE,Jilko,Jilko,Faluintjesstraat,Faluintjesstraat,79b,9310,4.1376867,50.9406544,-1
postalpoint,DHLE,BPPE,Dagblandhandel Puls,Dagblandhandel Puls,Dorpsstraat,Dorpsstraat,59,3550,5.3143988,51.0230167,-1
postalpoint,DHLE,BPPE,Mijn Krantenshop,Mijn Krantenshop,Vennestraat,Vennestraat,96,3600,5.4906777,50.9795063,-1
postalpoint,DHLE,BPPE,La Petite Folie d'Anne So,La Petite Folie d'Anne So,Rue du Berceau,Rue du Berceau,16,1495,4.5329977,50.5462878,-1
postalpoint,DHLE,BPPE,MBO Posts,MBO Posts,Wijnheuvelenstraat,Rue des Coteaux,95,1030,4.3752345,50.8568221,-1
postalpoint,DHLE,BPPE,Eco Consulting Center,Eco Consulting Center,Roeselaarseweg,Roeselaarseweg,75,8820,3.1094185,51.0323534,-1
postalpoint,DHLE,BPPE,Romeo & Juliet,Romeo & Juliet,Koning Albertlaan,Koning Albertlaan,31/1,3910,5.4296728,51.2256364,-1
postalpoint,DHLE,BPPE,Base Malmedy,Base Malmedy,Chemin Rue,Chemin Rue,3,4960,6.0269784,50.4254302,-1
postalpoint,DHLE,BPPE,Base Herstal,Base Herstal,Rue Basse Campagne,Rue Basse Campagne,1,4040,5.6453848,50.6860587,-1
postalpoint,DHLE,BPPE,Sediqi,Sediqi,Margretasquare,Sqaure Marguerite,28,1000,4.3872327,50.8467968,-1
postalpoint,DHLE,BPPE,Qiami Alimentation Generale,Qiami Alimentation Generale,Paul Dejaerlaan,Avenue Paul Dejaer,12,1060,4.3449945,50.8263776,-1
postalpoint,DHLE,BPPE,T Kofschip 2.0,T Kofschip 2.0,"Ijzerenleen ","Ijzerenleen ",65,2800,4.4781372,51.0260039,-1
postalpoint,DHLE,BPPE,Qadri,Qadri,Waversesteenweg,Chaussee de Wavre,263,1050,4.3780460,50.8357524,-1
postalpoint,DHLE,BPPE,Timbi Gretry,Timbi Gretry,Rue Gretry,Rue Gretry,106,4020,5.5826720,50.6334530,-1
postalpoint,DHLE,BPPE,Timbi Esplanade,Timbi Esplanade,"Esplanade de l'Avenir ","Esplanade de l'Avenir ",19,4100,5.5143665,50.6101132,-1
postalpoint,DHLE,BPPE,De Parel,De Parel,Oostendestraat,Oostendestraat,9,8820,3.0616930,51.0813620,-1
postalpoint,DHLE,BPPE,De Parel,De Parel,Diksmuidestraat,Diksmuidestraat,21,8900,2.8863519,50.8525337,-1
postalpoint,DHLE,BPPE,Monfa Ixelles,Monfa Ixelles,Waversesteenweg,Chaussee de Wavre,144,1050,4.3684647,50.8361294,-1
postalpoint,DHLE,BPPE,Monfa Liege,Monfa Liege,Rue des Guillemins,Rue des Guillemins,1,4000,5.5685989,50.6297853,-1
postalpoint,DHLE,BPPE,Case Paradise,Case Paradise,Overpoortstraat,Overpoortstraat,116,9000,3.7259534,51.0389592,-1
postalpoint,DHLE,BPPE,Hilset Creative,Hilset Creative,Dorp,Dorp,123/2,2230,4.8848616,51.0549047,-1
postalpoint,DHLE,BPPE,Hollywood,Hollywood,Vredeplein,Vredeplein,12,9300,4.0332910,50.9386690,-1
postalpoint,DPD_,BPPE,Libreric,Libreric,E' Tiyou,E' Tiyou,57,4400,5.4435500,50.6022300,1
postalpoint,DPD_,BPPE,De Bloementuin Bvba,De Bloementuin Bvba,Provincialesteenweg,Provincialesteenweg,226,2627,4.3381100,51.1222700,1
postalpoint,DPD_,BPPE,Aveve Tc Tom En Melissa Bvba,Aveve Tc Tom En Melissa Bvba,Staatsbaan,Staatsbaan,43,3210,4.8103000,50.8932900,1
postalpoint,DPD_,BPPE,Graines De Vie,Graines De Vie,Rue D'eupen,Rue D'eupen,26,4950,6.1128000,50.4175600,1
postalpoint,DPD_,BPPE,Demagro Electro Bvba,Demagro Electro Bvba,Ambachtenlaan,Ambachtenlaan,13,3001,4.7174437,50.8476026,1
postalpoint,DPD_,BPPE,Librairie Du Pont Neuf,Librairie Du Pont Neuf,Rue Du Pont Neuf,Rue Du Pont Neuf,68,6000,4.4470200,50.4075600,1
postalpoint,DPD_,BPPE,Fleurs Nancy,Fleurs Nancy,Joseph Jadot,Joseph Jadot,44,1350,4.9911300,50.6930200,1
postalpoint,DPD_,BPPE,Par Amour Du Pain,Par Amour Du Pain,Route De Longwy,Route De Longwy,559,6700,5.8187400,49.6501800,1
postalpoint,DPD_,BPPE,Klavertje Vier,Klavertje Vier,Dorpstraat,Dorpstraat,49,2990,4.5947232,51.3884717,1
postalpoint,UPS_,BPPE,T DIERENHOF,T DIERENHOF,Sint Maartensstraat,Sint Maartensstraat,2,3540,5.1673700,50.9407100,0
postalpoint,DPD_,BPPE,Eumedia,Eumedia,Rue Du Marche,Rue Du Marche,3,4020,5.5923200,50.6418300,1
postalpoint,DPD_,BPPE,Green World & Co,Green World & Co,Rue Emile Claus,Rue Emile Claus,55/57,1050,4.3677000,50.8159100,1
postalpoint,DHLE,BPPE,Edelweiss Superette,Edelweiss Superette,Zonnelaan,Zonnelaan,9,8300,3.2804200,51.3499200,-1
postalpoint,DHLE,BPPE,Couleurs Sud,Couleurs Sud,Adolphe Buyllaan,Boulevard Adolphe Buyl,80,1050,4.3822400,50.8168500,-1
postalpoint,DHLE,BPPE,Floyu,Floyu,Georges Henrilaan,Avenue Georges Henri,298,1200,4.4107600,50.8436900,-1
postalpoint,DHLE,BPPE,Leucaena,Leucaena,Rue du Chainia,Rue du Chainia,62,5081,4.8014400,50.5516400,-1
postalpoint,UPS_,BPPE,DE PERSHOEK,DE PERSHOEK,Veldstraat,Veldstraat,9,2491,5.1528890,51.1388580,0
postalpoint,DHLE,BPPE,Huis Planckaert,Huis Planckaert,Otegemstraat,Otegemstraat,274a,8550,3.3563100,50.8162800,-1
postalpoint,DHLE,BPPE,Librairie Chez BD,Librairie Chez BD,Rue Joseph Wauters,Rue Joseph Wauters,48,4470,5.3571700,50.5794200,-1
postalpoint,DHLE,BPPE,Librairie Clovis,Librairie Clovis,Keltenlaan,Avenue des Celtes,55,1040,4.3964800,50.8379800,-1
postalpoint,DHLE,BPPE,The Belgian Chocolate Makers,The Belgian Chocolate Makers,Lebeaustraat,Rue Lebeau,11,1000,4.3544000,50.8430800,-1
postalpoint,DHLE,BPPE,Meeting Point,Meeting Point,Steenweg op Waver,Chaussee de Wavre,475,1040,4.3845300,50.8340500,-1
postalpoint,DHLE,BPPE,Green Clothes What Gallery Nr 8,Green Clothes What Gallery Nr 8,Chaussee De Bruxelles,Chaussee De Bruxelles,238,1410,4.3981500,50.7164400,-1
postalpoint,DHLE,BPPE,Green Clothes Court-Saint-Etienne,Green Clothes Court-Saint-Etienne,Avenue du Modelage,Avenue du Modelage,31,1490,4.5654900,50.6486400,-1
postalpoint,DHLE,BPPE,Bukavu Dawa,Bukavu Dawa,Van Lintstraat,Rue van Lint,25,1070,4.3278600,50.8398500,-1
postalpoint,DPD_,BPPE,Louis Delhaize Ixelles,Louis Delhaize Ixelles,Avenue Franklin Roosevelt,Avenue Franklin Roosevelt,250,1050,4.3964900,50.7973800,1
postalpoint,DHLE,BPPE,F.M.M.P SRL,F.M.M.P SRL,Louisalaan,Avenue Louise,131b,1050,4.3608000,50.8298200,-1
postalpoint,DHLE,BPPE,M&I,M&I,Sint-Katarinaplein,Sint-Katarinaplein,4,3500,5.3509900,50.9270100,-1
postalpoint,DHLE,BPPE,T Primeurke,T Primeurke,Grimbergsesteenweg,Grimbergsesteenweg,97,1800,4.4128500,50.9252300,-1
postalpoint,DHLE,BPPE,Roosemarijn,Roosemarijn,Linterpoortenlaan,Linterpoortenlaan,50,1980,4.4543400,50.9811700,-1
postalpoint,DHLE,BPPE,Au Ptit Lambermont,Au Ptit Lambermont,Place Colo,Place Colo,8,4800,5.8316500,50.5905500,-1
postalpoint,DHLE,BPPE,Telenet Business Center,Telenet Business Center,Leuvenstraat,Leuvenstraat,47,1800,4.4268900,50.9284400,-1
postalpoint,DHLE,BPPE,Telenet Business Center,Telenet Business Center,Albertvest,Albertvest,15a,3300,4.9319000,50.8130700,-1
postalpoint,DHLE,BPPE,Oost West Krant & Copy,Oost West Krant & Copy,Antwerpsestraat,Antwerpsestraat,128,2640,4.4438800,51.1739300,-1
postalpoint,DHLE,BPPE,Maervoet Paul Elektro,Maervoet Paul Elektro,Wolvertemsesteenweg,Wolvertemsesteenweg,67a,1785,4.2417100,50.9596100,-1
postalpoint,DHLE,BPPE,Librarie de la Place,Librarie de la Place,Place du Trieu,Place du Trieu,16,7110,4.1567300,50.4900000,-1
postalpoint,DHLE,BPPE,Te Shpija,Te Shpija,Spiegelstraat,Spiegelstraat,72,1800,4.4193500,50.9308400,-1
postalpoint,DHLE,BPPE,Louis Delhaize Chez Aziza,Louis Delhaize Chez Aziza,Rue Gregroire Wincqz,Rue Gregroire Wincqz,215,7060,4.0773600,50.5717000,-1
postalpoint,DHLE,BPPE,ISME Shop,ISME Shop,Victor Rousseaulaan,Avenue Victor Rousseau,149,1190,4.3266400,50.8110400,-1
postalpoint,DHLE,BPPE,Media Univers,Media Univers,Ninoofsesteenweg,Chaussee de Ninove,686,1070,4.2980400,50.8467900,-1
postalpoint,DHLE,BPPE,Brandstoffen TNG,Brandstoffen TNG,Muggenbergstraat,Muggenbergstraat,6,3590,5.4353800,50.9002300,-1
postalpoint,DHLE,BPPE,Jacob Service Station,Jacob Service Station,Neerstraat,Neerstraat,111,3980,5.0893500,51.0736100,-1
postalpoint,DHLE,BPPE,Urphone,Urphone,Twaalfmaandenstraat,Twaalfmaandenstraat,17,2000,4.4059600,51.2188300,-1
postalpoint,DHLE,BPPE,Lux Helchteren,Lux Helchteren,Sint-Luciastraat,Sint-Luciastraat,13b1,3530,5.3865800,51.0552800,-1
postalpoint,DHLE,BPPE,Nondejeu,Nondejeu,Theo De Beckerstraat,Theo De Beckerstraat,35,3200,4.8376100,50.9857000,-1
postalpoint,DHLE,BPPE,Pauwels Orthopdeie Bandagist,Pauwels Orthopdeie Bandagist,Diestsesteenweg,Diestsesteenweg,133,3010,4.7213800,50.8841800,-1
postalpoint,DHLE,BPPE,Krantenboetiek Govers,Krantenboetiek Govers,Hazeschransstraat,Hazeschransstraat,30,2650,4.4241500,51.1651700,-1
postalpoint,DHLE,BPPE,Touk Touk,Touk Touk,Rue de la Madeleine,Rue de la Madeleine,31,4000,5.5763000,50.6438600,-1
postalpoint,DHLE,BPPE,Copycenter,Copycenter,Alfonse Vandenpeereboomstraat,Rue Alphonse Vandenpeereboom,54,1080,4.3249000,50.8532000,-1
postalpoint,DHLE,BPPE,Nouveau Monde Sauvages,Nouveau Monde Sauvages,Chaussee de Lille,Chaussee de Lille,124,7700,3.1896100,50.7546500,-1
postalpoint,DPD_,BPPE,Krantenkop Verkissen,Krantenkop Verkissen,Europalaan,Europalaan,58,3650,5.7234844,51.0370891,1
postalpoint,DHLE,BPPE,PO Print,PO Print,Rue de la Station,Rue de la Station,3,5060,4.6110500,50.4324500,-1
postalpoint,DHLE,BPPE,Via Tim,Via Tim,Gelmelestraat,Gelmelestraat,170,2900,4.4975800,51.2552800,-1
postalpoint,DHLE,BPPE,La Librairie des Chiconniers,La Librairie des Chiconniers,Chausse du Roi Baudoin,Chausse du Roi Baudoin,111,7030,4.0122800,50.4389700,-1
postalpoint,DHLE,BPPE,Lola Life Lines,Lola Life Lines,Koning Albertstraat,Koning Albertstraat,165,8210,3.1474100,51.1107200,-1
postalpoint,DHLE,BPPE,Superette Aux Delices,Superette Aux Delices,Avenue Alphonse Allard,Avenue Alphonse Allard,336,1420,4.3854000,50.6713500,-1
postalpoint,DHLE,BPPE,Krantenwinkel Patton,Krantenwinkel Patton,Sleidinge Dorp,Sleidinge Dorp,26,9940,3.6798300,51.1323800,-1
postalpoint,DHLE,BPPE,Made in Craft,Made in Craft,Chaussee de Tubize,Chaussee de Tubize,210,1440,4.3140500,50.6882900,-1
postalpoint,DHLE,BPPE,Food City,Food City,Sint-Pietersplein,Place Saint-Pierre,12,1040,4.3959400,50.8368900,-1
postalpoint,DHLE,BPPE,Epicierie du Grand Hornu,Epicierie du Grand Hornu,Rue de Mons,Rue de Mons,119,7301,3.8332200,50.4378400,-1
postalpoint,DHLE,BPPE,Intermarche Walhain,Intermarche Walhain,Chaussee de Namur,Chaussee de Namur,70,1457,4.6540600,50.6322500,-1
postalpoint,DHLE,BPPE,Zaynab Food,Zaynab Food,Geuzenstraat,Geuzenstraat,8,2000,4.3971100,51.2115800,-1
postalpoint,DHLE,BPPE,Geysbrecht,Geysbrecht,Gijsbrecht Van Deurnelaan,Gijsbrecht Van Deurnelaan,35,2100,4.4621300,51.2324800,-1
postalpoint,DHLE,BPPE,Starphone Lier,Starphone Lier,Antwerpsestraat,Antwerpsestraat,44,2500,4.5683200,51.1330400,-1
postalpoint,DHLE,BPPE,Hisham Bvba,Hisham Bvba,Lange Beeldekanstraat,Lange Beeldekanstraat,214,2060,4.4317600,51.2214700,-1
postalpoint,UPS_,BPPE,CARREFOUR MARKET LEDE,CARREFOUR MARKET LEDE,Mark,Mark,34,9340,3.9781740,50.9664220,0
postalpoint,DHLE,BPPE,Le Point Du Jour,Le Point Du Jour,Rue de la Station,Rue de la Station,68,4430,5.5107900,50.6628800,1
postalpoint,DPD_,BPPE,Studico Bvba,Studico Bvba,Dokter Vandeperrestraat,Dokter Vandeperrestraat,167,2440,4.9867746,51.1756498,1
postalpoint,DHLE,BPPE,GSM Fix,GSM Fix,Ijzerstraat,Ijzerstraat,8b,9880,3.4459410,51.0901970,1
postalpoint,DPD_,BPPE,Maxi-Print,Maxi-Print,Markt,Markt,44BUS 1,3271,4.9876192,51.0019366,1
postalpoint,DHLE,BPPE,Number One,Number One,Lusambostraat,Rue de Lusambo,59,1190,4.3113780,50.8010670,1
postalpoint,DPD_,BPPE,Inkfox.Be,Inkfox.Be,Avenue De Jette,Avenue De Jette,276,1090,4.3242600,50.8718900,1
postalpoint,DHLE,BPPE,Qadir Q8,Qadir Q8,Koolmijnlaan,Koolmijnlaan,410,3581,5.2185880,51.0815810,1
postalpoint,DPD_,BPPE,Total Astene,Total Astene,Emiel Clauslaan,Emiel Clauslaan,2,9800,3.5686700,50.9852100,1
postalpoint,DHLE,BPPE,Power benzine Station,Power benzine Station,Menenstraat,Menenstraat,153,8560,3.1716940,50.8057890,1
postalpoint,DPD_,BPPE,Nord Sud Alimentation,Nord Sud Alimentation,Rue Rogier,Rue Rogier,62,5000,4.8682400,50.4673200,1
postalpoint,DHLE,BPPE,GSM Fix Zottegem,GSM Fix Zottegem,Stationstraat,Stationstraat,6,9620,3.8123080,50.8692250,1
postalpoint,DPD_,BPPE,Dagbladhandel Dimitri,Dagbladhandel Dimitri,Kloosterstraat,Kloosterstraat,3,9870,3.4856990,50.9604180,1
postalpoint,DHLE,BPPE,GSM Fix Wetteren,GSM Fix Wetteren,Florimond Leirenstraat,Florimond Leirenstraat,8,9230,3.8843260,51.0056740,1
postalpoint,DPD_,BPPE,Smatch Lokeren,Smatch Lokeren,Kleine Dam,Kleine Dam,3,9160,3.9863178,51.1030209,1
postalpoint,DHLE,BPPE,Lecture Saint-Martin,Lecture Saint-Martin,Rue Saint-Martin,Rue Saint-Martin,14,7500,3.3845680,50.6026770,1
postalpoint,DPD_,BPPE,Rentools,Rentools,Chaussee D'alsemberg,Chaussee D'alsemberg,388,1180,4.3394000,50.8142500,1
postalpoint,DHLE,BPPE,Krantenshop De Oprit bij Jo,Krantenshop De Oprit bij Jo,Luikersteenweg,Luikersteenweg,247,3500,5.2108060,50.7989280,1
postalpoint,DPD_,BPPE,Papershop Jpm,Papershop Jpm,Kustlaan,Kustlaan,79,8380,3.2054800,51.3303100,1
postalpoint,DHLE,BPPE,Autobedrijf D&B Gullegem,Autobedrijf D&B Gullegem,Heulestraat,Heulestraat,185,8560,3.2219870,50.8440190,1
postalpoint,DPD_,BPPE,Au Quotidien,Au Quotidien,Emile Vandervelde,Emile Vandervelde,83,4610,5.6799100,50.6369700,1
postalpoint,DHLE,BPPE,GSM Fix oudenaarde,GSM Fix oudenaarde,Nederstraat,Nederstraat,14,9700,3.6027890,50.8453710,1
postalpoint,DPD_,BPPE,Amazona Latina,Amazona Latina,Rue De La Victoire,Rue De La Victoire,21,1060,4.3460600,50.8318900,1
postalpoint,DPD_,BPPE,La Streeterie,La Streeterie,Rue Des Wallons,Rue Des Wallons,23,1348,4.6167400,50.6690800,1
postalpoint,DPD_,BPPE,Librairie Sefa Group,Librairie Sefa Group,Rue Gisbert Combaz,Rue Gisbert Combaz,2,1060,4.3401500,50.8270600,1
postalpoint,DPD_,BPPE,Librairie Domino,Librairie Domino,Chaussee De Wavre,Chaussee De Wavre,1322,1160,4.4122200,50.8199810,1
postalpoint,DPD_,BPPE,A-Mini Market,A-Mini Market,Mechelsesteenweg,Mechelsesteenweg,140,2018,4.4097605,51.2065233,1
postalpoint,DHLE,BPPE,Viatim Claudine,Viatim Claudine,Alflaar,Alflaar,27,2590,4.6645200,51.1007900,-1
postalpoint,DHLE,BPPE,ESSO Mariakerke,ESSO Mariakerke,Brugsesteenweg,Brugsesteenweg,527,9030,3.6811300,51.0712000,-1
postalpoint,DHLE,BPPE,Houten Onderwijsmateriaal,Houten Onderwijsmateriaal,Sint-Martensommegangstraat,Sint-Martensommegangstraat,23b,9220,4.1506200,51.0653600,-1
postalpoint,DHLE,BPPE,T Nieuw Gazetje,T Nieuw Gazetje,Schoonstraat,Schoonstraat,1,9940,3.6985300,51.1106100,-1
postalpoint,UPS_,BPPE,FNAC VANDEN BORRE MALDEGEM,FNAC VANDEN BORRE MALDEGEM,Koning Leopold Iii Laan,Koning Leopold Iii Laan,103,9990,3.4717690,51.2043540,0
postalpoint,DPD_,BPPE,Louis Delhaize Sint-Michiels,Louis Delhaize Sint-Michiels,'T Kloosterhof,'T Kloosterhof,7,8200,3.2198100,51.1792700,1
postalpoint,DHLE,BPPE,O Petit Magasin,O Petit Magasin,Rue Haute,Rue Haute,13,4690,5.6656300,50.7932000,-1
postalpoint,UPS_,BPPE,EASY SHOP,EASY SHOP,Meensesteenweg,Meensesteenweg,98,8501,3.2417540,50.8270300,0
postalpoint,UPS_,BPPE,SPAR EXPRESS,SPAR EXPRESS,Chaussee Freddy Terwagne,Chaussee Freddy Terwagne,119,4480,5.3638200,50.5578400,0
postalpoint,UPS_,BPPE,GEBR. BRUYNSEELS,GEBR. BRUYNSEELS,Driehoek,Driehoek,64,2940,4.3967600,51.3467100,0
postalpoint,UPS_,BPPE,LIBRAIRIE SLUYSMANS ENSIVAL,LIBRAIRIE SLUYSMANS ENSIVAL,En Mi Ville,En Mi Ville,22,4800,5.8402000,50.5813170,0
postalpoint,DHLP,BPPE,BORNEM,BORNEM,Boomstraat,Boomstraat,100,2880,4.2330360,51.0965330,-1
postalpoint,UPS_,BPPE,L ARBRE A FEUILLES,L ARBRE A FEUILLES,Rue Albert 1er,Rue Albert 1er,25A,6111,4.3496980,50.3774740,0
postalpoint,UPS_,BPPE,INTERNATIONAL PAPERS,INTERNATIONAL PAPERS,Schupstraat,Schupstraat,18,2018,4.4181050,51.2144350,0
postalpoint,UPS_,BPPE,LIBRAIRIE AU QUOTIDIEN,LIBRAIRIE AU QUOTIDIEN,Avenue De La Liberation,Avenue De La Liberation,17,4630,5.7129100,50.6093200,0
postalpoint,UPS_,BPPE,LIBRAIRIE ARCHIBALD ET CO,LIBRAIRIE ARCHIBALD ET CO,Rue De La Bruyere,Rue De La Bruyere,3,1370,4.8681320,50.7245460,0
postalpoint,UPS_,BPPE,ESSO GADISSEUR SOMBREFFE,ESSO GADISSEUR SOMBREFFE,Chaussee De Nivelles,Chaussee De Nivelles,130B,5140,4.5906490,50.5281980,0
postalpoint,UPS_,BPPE,TEXTIELREINIGER STRIJKDIENST NOORD,TEXTIELREINIGER STRIJKDIENST NOORD,Maantjessteenweg,Maantjessteenweg,186,2170,4.4382600,51.2548110,0
